jockey,raceDist,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH
GUTIERREZ REYLU,1320,AQU,D,FT,A,64000,NA,36.076964190272584
CARROLL DECLAN,1430,AQU,D,FT,C,42000,40000,35.775440313111545
MARTINEZ JOEY R,1540,AQU,D,GD,A,64000,NA,35.183737294761535
HERNANDEZ BENJAMIN,1320,BEL,D,GD,A,66000,NA,37.26193762075628
HERNANDEZ BENJAMIN,1430,BEL,D,FT,A,66000,NA,37.48077908764736
HERNANDEZ BENJAMIN,1320,BEL,D,FT,A,66000,NA,38.648726023475525
HERNANDEZ BENJAMIN,1540,AQU,D,FT,CO,60000,60000,35.950696188084905
CANCEL ERIC,1320,AQU,D,FT,AO,64000,75000,36.66485605649104
HERNANDEZ BENJAMIN,1320,AQU,D,MY,M,46000,50000,36.05769230769231
GARCIA MARTIN,1870,OP,D,FT,AO,61000,NA,37.53311745657934
VAN DYKE DRAYDEN,1430,SA,D,FT,S,55000,NA,38.190364277320796
LEPAROUX JULIEN R,1870,GP,D,FT,G2,200000,NA,36.77177465871948
CENTENO D E,1800,TAM,D,FT,N,150000,NA,36.821864004582274
CENTENO D E,1320,TAM,D,FT,N,100000,NA,38.48346636259978
VELAZQUEZ J R,1320,AQU,t,FM,N,100000,NA,38.45058387923669
LEPAROUX JULIEN R,1210,KEE,T,TF,S,71000,NA,39.27324658838464
PRAT FLAVIEN,1320,KEE,D,FT,S,71000,NA,37.91602303047325
VARGAS JORGE A JR,1760,AQU,D,FT,N,250000,NA,35.92455842730267
VARGAS JORGE A JR,1980,AQU,D,FT,N,100000,NA,35.016427459795956
FRANCO MANUEL,1980,AQU,D,FT,G2,250000,NA,35.046728971962615
FRANCO MANUEL,1760,AQU,D,FT,S,70000,NA,35.242290748898675
ORTIZ IRAD JR,1760,BEL,D,FT,S,75000,NA,37.39094308267553
ORTIZ IRAD JR,1430,SAR,D,FT,S,90000,NA,37.73706618500839
SANTANA RICARDO JR,1540,CD,D,FT,AO,81000,NA,38.29321663019694
SANTANA RICARDO JR,1320,OP,D,FT,S,60000,NA,38.99480069324091
ORTIZ IRAD JR,1540,GP,D,FT,AO,46000,75000,37.810586964350016
FRANCO MANUEL,1540,AQU,D,FT,R,55000,NA,36.53868460735414
CANCEL ERIC,1980,AQU,D,FT,G2,250000,NA,34.66575365916289
MCKEE J,1320,KEE,D,FT,M,26000,40000,37.92667509481669
ROSARIO JOEL,1540,KEE,D,FT,M,44000,150000,35.96711577985842
BRAVO J,1870,GP,D,GD,N,75000,NA,36.35585970915312
BRAVO J,1760,GP,D,FT,S,50000,NA,36.78724708767627
VELAZQUEZ J R,1760,GP,D,FT,S,50000,NA,36.69350728773826
BAZE T C,1540,ELP,D,FT,S,50000,NA,37.295761307127634
ORTIZ IRAD JR,1870,SA,D,FT,G1,2000000,NA,35.53181607059916
ORTIZ JOSE L,1870,KEE,D,FT,G1,400000,NA,35.81796048319131
ORTIZ IRAD JR,1540,SAR,D,FT,G1,350000,NA,37.751677852349
ORTIZ IRAD JR,1430,SAR,D,FT,G2,200000,NA,37.3134328358209
BRIDGMOHAN S X,1210,BEL,D,FT,N,150000,NA,38.641686182669794
BRIDGMOHAN S X,1100,CD,D,FT,S,85000,NA,38.252295137708266
PRAT FLAVIEN,1100,SA,T,FM,G3,100000,NA,40.329808209356514
PRAT FLAVIEN,1430,SA,D,FT,G2,200000,NA,37.80046523649522
BEJARANO R,1540,SA,D,FT,G2,200000,NA,37.19886632026452
PRAT FLAVIEN,1320,SA,D,GD,G2,200000,NA,38.87688984881209
PRAT FLAVIEN,1540,SA,D,FT,G1,300000,NA,37.79244151169766
PRAT FLAVIEN,1540,SA,D,FT,G3,100000,NA,37.83783783783784
LEPAROUX JULIEN R,1980,KEE,D,FT,G2,1000000,NA,36.39795093016986
PRAT FLAVIEN,1870,SA,D,FT,G2,400000,NA,36.8959197453458
PRAT FLAVIEN,1540,SA,D,FT,G2,200000,NA,38.126361655773415
BEJARANO R,1540,SA,D,FT,S,54000,NA,37.86968021158932
ROSARIO JOEL,1210,SA,T,FM,G2,200000,NA,40.454396861719516
ROSARIO JOEL,1210,KEE,T,FM,G3,150000,NA,40.0550250849652
ROSARIO JOEL,1430,KD,T,FM,G3,500000,NA,38.400945254037026
ROSARIO JOEL,1210,SAR,T,FM,N,100000,NA,40.976821192052974
CONTRERAS LUIS,1320,WO,T,FM,G2,175000,NA,39.375820329590205
ROSARIO JOEL,1320,BEL,t,FM,AO,87000,NA,40.1965163019205
ROSARIO JOEL,1320,BEL,t,FM,AO,85000,NA,39.823008849557525
PRAT FLAVIEN,1430,SA,T,TF,AO,59000,NA,39.62877658853814
PRAT FLAVIEN,1430,SA,T,TF,A,57000,NA,39.51634693326128
SMITH M E,1760,DMR,T,FM,AO,54000,NA,37.68844221105528
PRAT FLAVIEN,1210,SA,T,FM,G3,100000,NA,40.48086359175662
PRAT FLAVIEN,1100,GP,T,FM,N,150000,NA,40.29369627507163
PRAT FLAVIEN,1210,SA,T,FM,G2,200000,NA,39.61901712822154
HERNANDEZ B J JR,1210,CD,D,FT,A,105000,NA,38.964105793450884
HERNANDEZ B J JR,1100,CD,T,TF,AO,99000,NA,38.180892584422196
GEROUX FLORENT,1210,KEE,T,FM,A,75000,NA,39.39828080229226
LANERIE C J,1100,PRX,T,YL,G3,300000,NA,38.14852492370296
LANERIE C J,1320,ELP,D,FT,AO,52000,NA,39.13610668212785
GEROUX FLORENT,1100,CD,T,FM,N,120000,NA,39.376968848442424
PRAT FLAVIEN,1760,DMR,T,FM,N,100000,NA,37.546933667083856
LOPEZ PASCACIO,1100,SA,T,FM,G1,1000000,NA,40.709245521982986
LOPEZ PASCACIO,1100,PRX,T,YL,G3,300000,NA,38.92733564013841
CARMOUCHE K,1210,SAR,T,FM,G3,200000,NA,40.93615613628845
LOPEZ PASCACIO,1100,PRX,T,SF,G3,200000,NA,37.23932472691162
CARMOUCHE K,1100,PEN,T,YL,N,100000,NA,38.77304842322936
LOPEZ PASCACIO,1100,GP,T,FM,AO,48000,NA,41.110908094281015
ORTIZ JOSE L,1320,BEL,t,TF,N,150000,NA,39.017341040462426
CARMOUCHE K,1100,PRX,T,TF,G3,300000,NA,39.87947536334633
CARMOUCHE K,1100,PRX,T,TF,G3,200000,NA,39.18495297805642
CARMOUCHE K,1320,BEL,T,FM,G2,400000,NA,40.37081339712918
RISPOLI UMBERTO,1210,SA,T,FM,G3,100000,NA,40.52062868369352
PRAT FLAVIEN,1100,SA,T,FM,G1,1000000,NA,40.73872895165671
ROSARIO JOEL,1210,KEE,T,FM,G2,200000,NA,40.283203125
ROSARIO JOEL,1430,KD,T,FM,G3,500000,NA,37.947586922677736
BEJARANO R,1870,DMR,T,FM,G3,150000,NA,37.912578055307755
BEJARANO R,1100,DMR,T,FM,AO,70000,NA,39.7456279809221
*PRAT F,2078,MEY,D,FT,G2,2500000,NA,35.47070471046103
BAZE T C,1760,SA,D,SY,N,100000,NA,37.441497659906396
BEJARANO R,1430,SA,T,TF,AO,57000,NA,39.980863860032805
PRAT FLAVIEN,1430,SA,T,FM,S,55000,NA,39.72026072786529
GARCIA MARTIN,1320,OP,D,FT,G3,350000,NA,38.765254845656855
VELAZQUEZ J R,1320,GP,D,FT,AO,51000,NA,38.98916967509026
ORTIZ JOSE L,1540,CD,D,FT,AO,103000,NA,38.04347826086956
CASTELLANO J J,1980,GP,D,FT,G1,1000000,NA,36.62838021163064
ROSARIO JOEL,1870,GP,D,FT,G2,400000,NA,36.67305848513902
ROSARIO JOEL,1760,GP,D,SY,S,60000,NA,37.966673697532165
ROSARIO JOEL,1320,KD,T,FM,G3,700000,NA,38.63766456783057
CASTELLANO J J,1320,WO,T,FM,G1,300000,NA,39.61267605633803
ORTIZ JOSE L,1760,GP,T,FM,G3,100000,NA,37.87480273540242
COHEN DAVID,1320,AQU,t,FM,N,125000,NA,39.717563989408646
DESORMEAUX K J,1760,SA,T,FM,G2,200000,NA,38.62246540070808
ROSARIO JOEL,1430,KD,T,TF,G3,500000,NA,38.61895959862688
ROSARIO JOEL,1540,BEL,T,FM,AO,85000,NA,39.08673532696364
ROSARIO JOEL,1320,BEL,t,FM,AO,85000,NA,40.41311180960933
ROSARIO JOEL,1320,AQU,t,FM,N,125000,NA,38.882488479262676
ROSARIO JOEL,1320,WO,T,SF,G2,250000,NA,37.23624327678941
FRAGOSO P,1540,BEL,T,FM,N,80000,NA,38.18181818181819
LUZZI M J,1320,AQU,t,TF,N,125000,NA,38.265306122448976
LUZZI M J,1320,AQU,t,FM,AO,80000,NA,38.860103626943
ORTIZ JOSE L,1320,BEL,t,TF,A,77000,NA,39.141780226152505
ORTIZ JOSE L,1540,BEL,T,FM,A,77000,NA,38.33982473222979
DAVIS DYLAN,1540,BEL,T,TF,A,77000,NA,38.65979381443299
GAFFALIONE TYLER,1210,SAR,T,FM,A,92000,NA,40.834845735027216
LANDEROS CHRIS,1760,SAR,t,FM,A,92000,NA,35.92097385751347
ALVARADO JUNIOR,1320,BEL,T,FM,AO,82000,NA,39.62430290578221
LEZCANO JOSE,1320,BEL,T,TF,S,80000,NA,39.65339991188133
VELAZQUEZ J R,1870,BEL,D,FT,A,66000,NA,38.34202085004009
GAFFALIONE TYLER,1320,GP,D,FT,AO,41000,NA,38.59899928520371
GAFFALIONE TYLER,1760,CD,D,FT,N,120000,NA,36.459388292485315
GAFFALIONE TYLER,1870,KEE,D,FT,G1,500000,NA,34.42844284428443
GAFFALIONE TYLER,1320,SAR,D,FT,S,90000,NA,38.79310344827587
DA SILVA EURICO,1320,WO,T,FM,S,71000,NA,38.532895675752826
PANICI LUCA,1760,GP,D,FT,AO,55000,NA,37.974683544303794
GEROUX FLORENT,1870,TAM,D,FT,G2,400000,NA,37.01732313945611
PANICI LUCA,1870,TAM,D,FT,G3,250000,NA,37.280701754385966
PANICI LUCA,1760,GP,D,FT,N,100000,NA,37.543018041505896
RENDON JAIRO,1760,GP,T,FM,N,75000,NA,38.70135454740916
PANICI LUCA,1650,GPW,T,FM,S,48000,NA,36.7887508175278
DAVIS DYLAN,1980,AQU,D,FT,G3,250000,NA,35.56687450601563
RODRIGUEZ ANGEL R,1760,PRX,D,SY,S,45000,NA,35.65415469941566
RODRIGUEZ ANGEL R,1760,PRX,D,FT,S,45000,NA,34.749034749034756
ALVARADO JUNIOR,2090,FG,D,FT,G2,1000000,NA,36.50414140551618
ALVARADO JUNIOR,1980,FG,D,FT,G2,400000,NA,36.39468008626886
ALVARADO JUNIOR,1980,AQU,D,GD,S,68000,NA,35.45168067226891
ALVARADO JUNIOR,1760,AQU,D,FT,S,70000,NA,36.14820765137062
ALVARADO JUNIOR,1320,BEL,D,FT,S,75000,NA,37.83102143757881
CASTELLANO J J,1980,OP,D,FT,G1,500000,NA,37.03026424065099
GARCIA MARTIN,1980,OP,D,SY,N,200000,NA,36.831575118224805
CASTELLANO J J,1980,FG,D,FT,G2,400000,NA,36.453645364536456
CENTENO D E,1800,TAM,D,FT,S,27000,NA,36.862416718243715
CASTELLANO J J,1760,AQU,D,FT,S,70000,NA,35.996400359964
SAEZ LUIS,1320,BEL,D,GD,S,75000,NA,37.10320186890202
*BUICK W,1750,MEY,D,FT,G3,250000,NA,36.366407137513505
GUTIERREZ MARIO,1760,DMR,T,FM,G3,100000,NA,37.151702786377705
ANTONGEORGI WILLIAM JR,1320,GG,D,FT,N,50000,NA,38.698581052028096
GUTIERREZ MARIO,1430,SA,D,FT,N,70000,NA,37.72246582409079
GUTIERREZ MARIO,1870,SA,D,FT,G1,300000,NA,34.68129476833801
GUTIERREZ MARIO,1540,DMR,D,FT,G1,300000,NA,35.926094890510946
GUTIERREZ MARIO,1320,DMR,D,FT,G2,200000,NA,37.73057574063722
GUTIERREZ MARIO,1210,BEL,D,FT,N,150000,NA,38.40782122905028
GARCIA MARTIN,990,SA,D,FT,S,65000,NA,39.2594028693292
BAZE T C,1980,OP,D,FT,G1,500000,NA,36.19949946371112
CONTRERAS LUIS,1870,SUN,D,FT,N,100000,NA,35.54502369668246
VAZQUEZ R A,1760,OP,D,MY,N,150000,NA,35.108250438853126
VAZQUEZ R A,1760,RP,D,FT,N,400000,NA,35.97481762766064
VAZQUEZ R A,1540,RP,D,FT,N,100000,NA,37.11121583411876
SANTANA RICARDO JR,1760,RP,D,FT,S,33000,NA,35.910224438902745
BAZE T C,1540,ELP,D,FT,S,50000,NA,37.36654804270462
GAZADER RAYAN,1540,ELP,D,FT,S,50000,NA,36.559888579387184
FRANCO MANUEL,1980,GP,D,FT,G1,750000,NA,36.81818181818182
FRANCO MANUEL,1870,GP,D,FT,G3,250000,NA,37.48529988239906
FRANCO MANUEL,1870,CD,D,SY,G2,300000,NA,36.0542935243661
FRANCO MANUEL,1760,BEL,D,FT,G1,500000,NA,37.731893931453726
ALVARADO JUNIOR,1430,SAR,D,FT,S,78000,NA,37.49038708023584
ORTIZ IRAD JR,1870,GP,D,FT,N,75000,NA,37.11070146502377
VELAZQUEZ J R,1540,GP,D,FT,S,50000,NA,38.24207842661163
VELAZQUEZ J R,1210,BEL,D,FT,S,80000,NA,38.35425383542538
SANTANA RICARDO JR,1870,CD,D,FT,G3,150000,NA,37.024489400832444
SANTANA RICARDO JR,1760,OP,D,FT,AO,61000,NA,37.22854188210962
BAZE T C,1320,OP,D,FT,S,85000,NA,38.665330087355
VELAZQUEZ J R,1760,BEL,T,FM,G3,300000,NA,38.70967741935484
ORTIZ JOSE L,1980,CD,T,TF,G1,1000000,NA,35.579372748835986
ORTIZ IRAD JR,1760,GP,T,FM,G3,150000,NA,37.89473684210526
ORTIZ IRAD JR,1870,GP,T,FM,N,75000,NA,37.7479522352709
ORTIZ IRAD JR,1980,BEL,t,TF,AO,80000,NA,36.60520607375271
ORTIZ IRAD JR,1760,SAR,t,TF,AO,92000,NA,37.48047891723061
FRANCO MANUEL,1540,SAR,D,GD,AO,92000,NA,37.638905484526234
ORTIZ IRAD JR,1430,BEL,D,FT,AO,96000,NA,38.68024332187252
ORTIZ IRAD JR,1870,BEL,D,FT,N,150000,NA,37.50367683106187
ORTIZ IRAD JR,1320,BEL,D,FT,A,77000,NA,38.854511440495045
SAEZ LUIS,1870,GP,T,FM,AO,52000,NA,38.09760956175298
SAEZ LUIS,1760,GP,T,TF,AO,52000,NA,38.4
SAEZ LUIS,1870,GP,T,FM,A,51000,NA,38.651980598221506
SAEZ LUIS,1870,PIM,T,TF,A,52000,NA,36.89947906617789
SAEZ LUIS,1760,GP,T,FM,S,50000,NA,37.78734124068438
VELAZQUEZ J R,2420,AQU,T,TF,G3,200000,NA,35.59870550161812
ROSARIO JOEL,2200,BEL,t,FM,AO,90000,NA,37.171650421278706
CEDENO CAROL,1760,DEL,T,FM,A,36000,NA,38.030847242763585
CASTELLANO J J,1870,SAR,t,FM,R,60000,NA,38.219424460431654
CASTELLANO J J,1870,SAR,T,FM,R,60000,NA,36.977958236658935
ORTIZ JOSE L,1760,BEL,D,FT,M,46000,50000,37.23624327678941
VELAZQUEZ J R,1760,BEL,D,FT,M,52000,75000,37.44928742328098
ORTIZ JOSE L,1870,KEE,D,FT,S,79000,NA,35.2080265095729
LEPAROUX JULIEN R,1980,CD,T,TF,S,57500,NA,35.53878553878554
ORTIZ JOSE L,1870,KEE,D,FT,S,74000,NA,36.307546274323684
ALVARADO JUNIOR,1980,BEL,t,FM,G2,200000,NA,37.38576571586818
ALVARADO JUNIOR,2420,SAR,t,FM,G2,250000,NA,36.588070071697835
ALVARADO JUNIOR,2420,BEL,t,FM,AO,90000,NA,36.65037760995113
ALVARADO JUNIOR,2200,BEL,t,YL,A,90000,NA,35.20851263594398
SAEZ LUIS,1870,GP,T,FM,S,50000,NA,36.7682399307892
ORTIZ JOSE L,2090,AQU,t,FM,S,70000,NA,36.82804962095107
DAVIS DYLAN,2200,BEL,t,FM,S,90000,NA,37.45630098218745
DAVIS DYLAN,2200,BEL,t,FM,S,90000,NA,37.38162485462702
BRAVO J,1870,BEL,T,FM,S,75000,NA,38.05212892956625
SAEZ LUIS,1430,GP,D,FT,S,50000,NA,37.10045662100456
ROSARIO JOEL,2640,BEL,T,FM,N,100000,NA,36.88020762190957
BESCHIZZA ADAM,2640,KD,T,FM,G3,1000000,NA,36.067325674592574
VELAZQUEZ J R,2640,SAR,t,FM,G1,850000,NA,36.415132510621085
ROSARIO JOEL,2420,SAR,t,FM,AO,95000,NA,36.456031816173216
ROSARIO JOEL,2420,BEL,T,FM,AO,92000,NA,37.282518641259315
ROSARIO JOEL,1870,CD,T,FM,A,103000,NA,36.892361111111114
ROSARIO JOEL,2420,SAR,t,SF,A,90000,NA,35.52206673842842
CASTELLANO J J,1980,BEL,t,FM,AO,77000,NA,37.83278841662774
*HAYES C D,1760,DUD,D,FT,S,17052,NA,36.272040302267
ORTIZ IRAD JR,1980,GP,T,FM,AO,53000,NA,37.53823338585596
ORTIZ IRAD JR,1870,GP,T,FM,AO,58000,NA,38.48475701780863
ORTIZ IRAD JR,1650,GP,T,FM,AO,53000,NA,38.36535182448562
LEZCANO JOSE,1980,BEL,t,FM,AO,85000,NA,37.48264692272097
LEZCANO JOSE,2420,MTH,T,TF,G1,310000,NA,35.87736464448793
LEZCANO JOSE,1980,MTH,T,FM,G2,205000,NA,38.028169014084504
ROSARIO JOEL,1760,CD,T,FM,N,115000,NA,37.664783427495294
*HAVLIN R,2200,ASC,T,SF,G1,1671793,NA,34.46427203798729
*DETTORI L,2200,ASC,T,TF,N,129602,NA,36.375394066769054
*DETTORI L,1968,MEY,T,TF,G1,6000000,NA,36.75878500095467
*PASQUIER S,2187,DVL,T,SF,G2,445883,NA,33.526261642127636
*BLONDEL F,2187,VHY,T,TF,G3,89738,NA,35.607809368057715
*PASQUIER S,2625,LCH,T,SF,G3,89651,NA,35.31516825715721
*PASQUIER S,2297,STC,T,SF,N,62244,NA,35.27069357337355
NA,2187,CGN,D,FT,A,49890,NA,35.64185396310326
NA,2187,CGN,D,FT,A,39067,NA,35.81879326534624
*GUYON M,2187,MRS,T,SF,N,68030,NA,33.935738817395624
NA,2187,LYN,T,SF,A,26935,NA,31.895964997569276
NA,1968,MRS,T,TF,A,26439,NA,36.02196461256864
NA,1750,MRS,T,TF,A,27225,NA,34.11690292170658
MENESES MARCOS,1870,GP,T,FM,N,75000,NA,38.36894372554921
RENDON JAIRO,1980,GP,T,FM,AO,53000,NA,37.548674207305766
RENDON JAIRO,1760,GP,T,FM,G3,100000,NA,38.36725993818608
SAEZ LUIS,1540,BEL,T,TF,AO,85000,NA,37.769784172661865
JUAREZ NIK,1760,MTH,T,FM,N,100000,NA,37.73584905660377
BRAVO J,1870,GP,T,FM,AO,53000,NA,37.88629160063392
SAEZ LUIS,1870,GP,T,FM,N,75000,NA,37.41197183098591
ALVARADO R JR,1760,GPW,T,FM,N,75000,NA,37.02180172768408
BRAVO J,1980,BEL,t,TF,G2,500000,NA,36.59528327460016
DAVIS DYLAN,1980,SAR,T,TF,G3,300000,NA,37.44106499029306
CASTELLANO J J,1980,DMR,T,TF,G1,300000,NA,37.16619253005415
ORTIZ IRAD JR,1980,BEL,t,FM,G2,400000,NA,36.74469243331519
CASTELLANO J J,2640,BEL,T,TF,N,1000000,NA,36.26595030221625
ORTIZ IRAD JR,2090,SAR,T,FM,N,1000000,NA,38.115192582025685
ORTIZ IRAD JR,2200,BEL,t,FM,G1,1000000,NA,37.92667509481669
ORTIZ IRAD JR,1870,CD,T,FM,G2,400000,NA,36.55739271719392
ORTIZ IRAD JR,1760,TAM,T,FM,N,75000,NA,37.27479809484365
GALLARDO ANTONIO A,1760,TAM,T,FM,S,22500,NA,36.99897225077082
HUSBANDS P,3080,WO,D,FT,G3,125000,NA,35.052578868302454
GERAGHTY ROSS,2640,FH,T,TF,N,50000,NA,35.04900369961706
CENTENO D E,2640,LRL,T,FM,N,100000,NA,36.336720274544106
CONNER TYLER,2640,MTH,T,FM,N,75000,NA,34.478355254756735
CENTENO D E,2640,DEL,T,FM,N,75000,NA,37.12105588781192
CENTENO D E,1870,LRL,T,FM,AO,47000,NA,37.85254824344384
CENTENO D E,1870,LRL,T,FM,AO,47000,NA,37.9954306148803
CENTENO D E,1870,TAM,T,TF,AO,25000,NA,37.298878595806926
CENTENO D E,1760,TAM,T,FM,AO,23500,NA,37.37541528239203
CENTENO D E,1870,LRL,T,TF,AO,45000,NA,36.92797837420351
FRANCO MANUEL,2420,AQU,T,TF,G3,200000,NA,36.1604207758054
ORTIZ IRAD JR,1980,BEL,t,FM,AO,85000,NA,37.674418604651166
ALVARADO JUNIOR,2090,SAR,T,TF,AO,98000,NA,36.958589089651596
SAEZ LUIS,1760,BEL,T,FM,AO,97000,NA,38.4
ORTIZ JOSE L,1870,PIM,T,FM,G2,250000,NA,37.364462244798275
COHEN DAVID,1980,DMR,T,FM,G1,300000,NA,36.74135897668512
ROSARIO JOEL,1980,SA,T,FM,G2,200000,NA,37.932003371733636
COHEN DAVID,1980,BEL,t,TF,G2,500000,NA,36.644951140065146
SAEZ LUIS,1760,SAR,t,FM,N,100000,NA,37.55476736907991
CASTELLANO J J,1870,SAR,T,YL,G2,200000,NA,36.456347693480744
CANCEL ERIC,1760,AQU,D,FT,N,125000,NA,36.58164820648308
CANCEL ERIC,1980,AQU,D,SY,N,100000,NA,35.974418191508256
LEZCANO JOSE,1980,AQU,D,FT,N,125000,NA,36.47991352909386
FRANCO MANUEL,1760,AQU,D,SY,AO,85000,100000,36.596523330283624
FRANCO MANUEL,1760,AQU,D,FT,AO,80000,62500,37.81512605042016
FRANCO MANUEL,1870,BEL,D,SY,AO,85000,100000,36.51202749140893
FRANCO MANUEL,1980,SAR,D,FT,AO,95000,62500,36.25458777190941
VELAZQUEZ J R,1870,BEL,D,FT,AO,87000,NA,37.07473102646118
FRANCO MANUEL,1540,BEL,D,FT,AO,87000,NA,38.42869342442357
REYES LUIS R,1760,AQU,D,MY,AO,80000,NA,35.849432383987256
BISONO J,1760,CD,D,FT,N,100000,NA,37.27865796831315
HIRALDO CHRISTIAN,1980,CT,D,FT,G2,1000000,NA,35.94249201277955
FRANCO MANUEL,2200,CD,D,FT,G1,6000000,NA,36.272771239722715
FRANCO MANUEL,2200,BEL,D,FT,G1,750000,NA,37.503125260438374
FRANCO MANUEL,1980,SAR,D,FT,G1,750000,NA,36.60189787618617
FRANCO MANUEL,1980,SAR,D,SY,G1,1200000,NA,36.74802649487342
FRANCO MANUEL,2200,BEL,D,FT,G2,700000,NA,37.162441159468166
FRANCO MANUEL,1760,BEL,D,FT,G1,1200000,NA,38.306022557991064
FRANCO MANUEL,2090,PIM,D,SY,G3,300000,NA,36.71418756441086
ACOSTA J D,1980,CT,D,FT,G2,1200000,NA,35.92336349121873
ORTIZ JOSE L,1210,SAR,T,TF,A,80000,NA,39.1180654338549
FRANCO MANUEL,1210,SAR,T,FM,A,80000,NA,39.54937679769895
FRANCO MANUEL,1210,SAR,T,TF,A,80000,NA,39.66981888123097
ORTIZ IRAD JR,1540,BEL,T,FM,N,150000,NA,38.10791192838133
ORTIZ JOSE L,1320,BEL,t,TF,A,66000,NA,39.485229599298044
FRANCO MANUEL,1320,BEL,T,TF,N,150000,NA,37.25679591555126
MCCARTHY TREVOR,1320,LRL,T,YL,N,100000,NA,35.937707972847065
FRANCO MANUEL,1210,SAR,T,TF,S,75000,NA,38.3364312267658
ORTIZ JOSE L,1320,AQU,t,FM,A,66000,NA,38.18953323903819
ORTIZ JOSE L,1320,BEL,t,FM,A,66000,NA,39.78779840848806
ORTIZ JOSE L,1210,SAR,T,FM,S,78000,NA,40.48086359175662
ORTIZ JOSE L,1210,SAR,T,FM,S,78000,NA,39.24211193911526
VARGAS JORGE A JR,1320,BEL,t,FM,S,72000,NA,39.00606761051719
GUTIERREZ REYLU,1430,AQU,D,FT,S,62000,NA,33.68263473053892
DAVIS DYLAN,1430,AQU,D,FT,S,60000,NA,35.854376072566815
FRANCO MANUEL,1320,AQU,D,FT,S,60000,NA,37.231108659680096
ORTIZ IRAD JR,1100,BEL,D,FT,S,62000,NA,39.02862098872507
ELLIOTT S,1760,HOU,T,FM,S,36000,NA,36.61513425549227
DAVIS DYLAN,1320,AQU,D,FT,AO,64000,NA,35.80901856763926
DAVIS DYLAN,1430,AQU,D,SY,S,60000,NA,36.59452020517953
DAVIS DYLAN,1430,AQU,D,FT,S,60000,NA,35.91601178781926
ORTIZ JOSE L,1100,BEL,D,FT,S,62000,NA,38.83327580255437
CANNON DECLAN,1210,CD,T,FM,A,84000,NA,37.27971079981925
GRAHAM J,1830,FG,D,FT,AO,41000,NA,34.723393489627256
CANNON DECLAN,1540,AQU,D,SY,N,500000,NA,35.637515556058375
CANNON DECLAN,1760,CD,T,TF,S,95000,NA,35.34262713528372
CARMOUCHE K,1870,BEL,D,MY,S,62000,NA,35.574776785714285
BAZE T C,1430,KD,T,FM,S,130000,NA,36.635771543086165
ROSARIO JOEL,1210,SAR,T,FM,S,78000,NA,39.40455341506129
ALVARADO JUNIOR,1540,BEL,T,TF,A,66000,NA,38.071065989847725
ROSARIO JOEL,1320,BEL,T,FM,S,62000,NA,39.221382916908766
ROSARIO JOEL,1210,SAR,T,FM,S,78000,NA,40.16553067185979
ROSARIO JOEL,1540,BEL,T,FM,S,62000,NA,38.83614844038959
ROSARIO JOEL,1320,BEL,T,FM,S,62000,NA,38.815411155836685
DAVIS DYLAN,1320,AQU,t,FM,S,62000,NA,39.096437880104254
LEZCANO JOSE,1320,BEL,D,FT,S,62000,NA,36.55069717070529
DAVIS DYLAN,1320,BEL,t,YL,S,62000,NA,36.865101037684326
DAVIS DYLAN,1210,SAR,T,FM,S,75000,NA,38.6055217594759
HERNANDEZ BENJAMIN,1540,AQU,D,SY,N,500000,NA,36.049439230945296
ALVARADO JUNIOR,1320,AQU,t,YL,AO,75000,80000,37.55737932953123
VARGAS JORGE A JR,1320,AQU,t,TF,S,62000,NA,37.27737125500483
ROSARIO JOEL,1320,BEL,t,FM,S,62000,NA,39.039907460960094
DAVIS DYLAN,1760,BEL,T,FM,S,62000,NA,37.16704521990501
DAVIS DYLAN,1870,SAR,t,FM,S,78000,NA,36.80007696748123
ORTIZ JOSE L,1210,SAR,D,FT,S,78000,NA,37.919411674582506
LEZCANO JOSE,1100,BEL,D,SY,S,80000,NA,37.853297442799466
CARMOUCHE K,1100,BEL,D,FT,S,62000,NA,38.37625788845301
FRAGOSO P,1760,BEL,T,FM,C,40000,40000,38.36725993818608
CARDENAS LUIS,1320,BEL,D,FT,C,27000,NA,37.108301264431006
WORRIE ANDRE SHIVNARINE,1430,AQU,D,FT,C,28000,16000,36.512295593558854
DIAZ HECTOR RAFAEL JR,1320,AQU,t,FM,R,55000,NA,38.73188925548702
SERRANO KEIVAN,1760,AQU,T,TF,A,66000,NA,36.159100040176774
SERRANO KEIVAN,1540,BEL,T,TF,A,66000,NA,37.692952016273786
FRAGOSO P,1540,BEL,T,FM,M,41000,40000,38.381869136103326
FRAGOSO P,1540,BEL,T,FM,M,41000,40000,38.311846266115296
REYES LUIS R,1870,BEL,t,FM,M,41000,40000,37.07473102646118
MARTINEZ JOEY R,2090,SAR,T,TF,M,48000,40000,36.46988568503668
LEZCANO JOSE,1320,AQU,D,FT,CO,55000,NA,36.34405707363037
LEZCANO JOSE,1320,AQU,D,FT,AO,64000,80000,36.53585926928281
LEZCANO JOSE,1430,AQU,D,FT,M,41000,40000,36.973833902161545
CARMOUCHE K,1320,AQU,D,SY,S,62000,NA,36.42250101173614
CARMOUCHE K,1320,AQU,t,TF,S,62000,NA,37.12871287128713
LEZCANO JOSE,1320,BEL,t,FM,S,62000,NA,38.87688984881209
LEZCANO JOSE,1210,SAR,D,FT,S,78000,NA,37.51705320600273
