precinct,date,month_year,daily_tickets
109,2014-10-05,10-2014,123
109,2014-10-06,10-2014,79
109,2014-10-07,10-2014,136
109,2014-10-08,10-2014,142
109,2014-10-09,10-2014,141
109,2014-10-10,10-2014,112
109,2014-10-11,10-2014,40
109,2014-10-12,10-2014,120
109,2014-10-13,10-2014,84
109,2014-10-14,10-2014,146
109,2014-10-15,10-2014,125
109,2014-10-16,10-2014,138
109,2014-10-17,10-2014,123
109,2014-10-18,10-2014,81
109,2014-10-19,10-2014,84
109,2014-10-20,10-2014,134
109,2014-10-21,10-2014,160
109,2014-10-22,10-2014,141
109,2014-10-23,10-2014,133
109,2014-10-24,10-2014,70
109,2014-10-25,10-2014,47
109,2014-10-26,10-2014,31
109,2014-10-27,10-2014,80
109,2014-10-28,10-2014,149
109,2014-10-29,10-2014,152
109,2014-10-30,10-2014,118
109,2014-10-31,10-2014,106
109,2014-11-01,11-2014,41
109,2014-11-02,11-2014,70
109,2014-11-03,11-2014,54
109,2014-11-04,11-2014,39
109,2014-11-05,11-2014,110
109,2014-11-06,11-2014,113
109,2014-11-07,11-2014,136
109,2014-11-08,11-2014,110
109,2014-11-09,11-2014,75
109,2014-11-10,11-2014,67
109,2014-11-11,11-2014,146
109,2014-11-12,11-2014,130
109,2014-11-13,11-2014,189
109,2014-11-14,11-2014,135
109,2014-11-15,11-2014,74
109,2014-11-16,11-2014,60
109,2014-11-17,11-2014,52
109,2014-11-18,11-2014,125
109,2014-11-19,11-2014,145
109,2014-11-20,11-2014,144
109,2014-11-21,11-2014,81
109,2014-11-22,11-2014,70
109,2014-11-23,11-2014,69
109,2014-11-24,11-2014,104
109,2014-11-25,11-2014,96
109,2014-11-26,11-2014,113
109,2014-11-27,11-2014,60
109,2014-11-28,11-2014,91
109,2014-11-29,11-2014,109
109,2014-11-30,11-2014,117
109,2014-12-01,12-2014,114
109,2014-12-02,12-2014,103
109,2014-12-03,12-2014,87
109,2014-12-04,12-2014,85
109,2014-12-05,12-2014,109
109,2014-12-06,12-2014,59
109,2014-12-07,12-2014,66
109,2014-12-08,12-2014,90
109,2014-12-09,12-2014,57
109,2014-12-10,12-2014,68
109,2014-12-11,12-2014,104
109,2014-12-12,12-2014,62
109,2014-12-13,12-2014,31
109,2014-12-14,12-2014,98
109,2014-12-15,12-2014,45
109,2014-12-16,12-2014,132
109,2014-12-17,12-2014,104
109,2014-12-18,12-2014,92
109,2014-12-19,12-2014,91
109,2014-12-20,12-2014,59
109,2014-12-21,12-2014,6
109,2014-12-22,12-2014,7
109,2014-12-23,12-2014,12
109,2014-12-24,12-2014,21
109,2014-12-25,12-2014,8
109,2014-12-26,12-2014,8
109,2014-12-27,12-2014,13
109,2014-12-28,12-2014,28
109,2014-12-29,12-2014,7
109,2014-12-30,12-2014,6
109,2014-12-31,12-2014,14
109,2015-01-01,01-2015,19
109,2015-01-02,01-2015,8
109,2015-01-03,01-2015,8
109,2015-01-04,01-2015,10
109,2015-01-05,01-2015,16
109,2015-01-06,01-2015,17
109,2015-01-07,01-2015,54
109,2015-01-08,01-2015,53
109,2015-01-09,01-2015,48
109,2015-01-10,01-2015,110
109,2015-01-11,01-2015,164
109,2015-01-12,01-2015,108
109,2015-01-13,01-2015,158
109,2015-01-14,01-2015,216
109,2015-01-15,01-2015,84
109,2015-01-16,01-2015,97
109,2015-01-17,01-2015,88
109,2015-01-18,01-2015,77
109,2015-01-19,01-2015,132
109,2015-01-20,01-2015,221
109,2015-01-21,01-2015,209
109,2015-01-22,01-2015,213
109,2015-01-23,01-2015,170
109,2015-01-24,01-2015,102
109,2015-01-25,01-2015,139
109,2015-01-26,01-2015,55
109,2015-01-27,01-2015,36
109,2015-01-28,01-2015,118
109,2015-01-29,01-2015,112
109,2015-01-30,01-2015,136
109,2015-01-31,01-2015,69
109,2015-02-01,02-2015,70
109,2015-02-02,02-2015,57
109,2015-02-03,02-2015,94
109,2015-02-04,02-2015,151
109,2015-02-05,02-2015,153
109,2015-02-06,02-2015,99
109,2015-02-07,02-2015,112
109,2015-02-08,02-2015,87
109,2015-02-09,02-2015,69
109,2015-02-10,02-2015,119
109,2015-02-11,02-2015,141
109,2015-02-12,02-2015,130
109,2015-02-13,02-2015,87
109,2015-02-14,02-2015,54
109,2015-02-15,02-2015,73
109,2015-02-16,02-2015,70
109,2015-02-17,02-2015,114
109,2015-02-18,02-2015,123
109,2015-02-19,02-2015,167
109,2015-02-20,02-2015,126
109,2015-02-21,02-2015,110
109,2015-02-22,02-2015,63
109,2015-02-23,02-2015,76
109,2015-02-24,02-2015,165
109,2015-02-25,02-2015,121
109,2015-02-26,02-2015,158
109,2015-02-27,02-2015,121
109,2015-02-28,02-2015,84
109,2015-03-01,03-2015,63
109,2015-03-02,03-2015,67
109,2015-03-03,03-2015,105
109,2015-03-04,03-2015,115
109,2015-03-05,03-2015,100
109,2015-03-06,03-2015,101
109,2015-03-07,03-2015,88
109,2015-03-08,03-2015,74
109,2015-03-09,03-2015,100
109,2015-03-10,03-2015,149
109,2015-03-11,03-2015,149
109,2015-03-12,03-2015,146
109,2015-03-13,03-2015,146
109,2015-03-14,03-2015,73
109,2015-03-15,03-2015,136
109,2015-03-16,03-2015,83
109,2015-03-17,03-2015,123
109,2015-03-18,03-2015,141
109,2015-03-19,03-2015,137
109,2015-03-20,03-2015,122
109,2015-03-21,03-2015,112
109,2015-03-22,03-2015,91
109,2015-03-23,03-2015,121
109,2015-03-24,03-2015,135
109,2015-03-25,03-2015,109
109,2015-03-26,03-2015,95
109,2015-03-27,03-2015,126
109,2015-03-28,03-2015,92
109,2015-03-29,03-2015,79
109,2015-03-30,03-2015,73
109,2015-03-31,03-2015,142
109,2015-04-01,04-2015,123
109,2015-04-02,04-2015,135
109,2015-04-03,04-2015,95
109,2015-04-04,04-2015,115
109,2015-04-05,04-2015,15
109,2015-04-06,04-2015,82
109,2015-04-07,04-2015,131
109,2015-04-08,04-2015,117
109,2015-04-09,04-2015,116
109,2015-04-10,04-2015,92
109,2015-04-11,04-2015,104
109,2015-04-12,04-2015,83
109,2015-04-13,04-2015,94
109,2015-04-14,04-2015,107
109,2015-04-15,04-2015,103
109,2015-04-16,04-2015,114
109,2015-04-17,04-2015,80
109,2015-04-18,04-2015,93
109,2015-04-19,04-2015,65
109,2015-04-20,04-2015,55
109,2015-04-21,04-2015,114
109,2015-04-22,04-2015,93
109,2015-04-23,04-2015,107
109,2015-04-24,04-2015,82
109,2015-04-25,04-2015,87
109,2015-04-26,04-2015,111
109,2015-04-27,04-2015,102
109,2015-04-28,04-2015,153
109,2015-04-29,04-2015,145
109,2015-04-30,04-2015,134
109,2015-05-01,05-2015,70
109,2015-05-02,05-2015,52
109,2015-05-03,05-2015,73
109,2015-05-04,05-2015,82
109,2015-05-05,05-2015,76
109,2015-05-06,05-2015,115
109,2015-05-07,05-2015,98
109,2015-05-08,05-2015,85
109,2015-05-09,05-2015,74
109,2015-05-10,05-2015,61
109,2015-05-11,05-2015,79
109,2015-05-12,05-2015,125
109,2015-05-13,05-2015,58
109,2015-05-14,05-2015,132
109,2015-05-15,05-2015,69
109,2015-05-16,05-2015,105
109,2015-05-17,05-2015,68
109,2015-05-18,05-2015,76
109,2015-05-19,05-2015,86
109,2015-05-20,05-2015,102
109,2015-05-21,05-2015,51
109,2015-05-22,05-2015,87
109,2015-05-23,05-2015,76
109,2015-05-24,05-2015,55
109,2015-05-25,05-2015,54
109,2015-05-26,05-2015,112
109,2015-05-27,05-2015,141
109,2015-05-28,05-2015,132
109,2015-05-29,05-2015,120
109,2015-05-30,05-2015,77
109,2015-05-31,05-2015,64
109,2015-06-01,06-2015,67
109,2015-06-02,06-2015,116
109,2015-06-03,06-2015,115
109,2015-06-04,06-2015,127
109,2015-06-05,06-2015,138
109,2015-06-06,06-2015,75
109,2015-06-07,06-2015,26
109,2015-06-08,06-2015,56
109,2015-06-09,06-2015,100
109,2015-06-10,06-2015,113
109,2015-06-11,06-2015,143
109,2015-06-12,06-2015,93
109,2015-06-13,06-2015,78
109,2015-06-14,06-2015,41
109,2015-06-15,06-2015,49
109,2015-06-16,06-2015,131
109,2015-06-17,06-2015,103
109,2015-06-18,06-2015,125
109,2015-06-19,06-2015,155
109,2015-06-20,06-2015,80
109,2015-06-21,06-2015,55
109,2015-06-22,06-2015,95
109,2015-06-23,06-2015,162
109,2015-06-24,06-2015,212
109,2015-06-25,06-2015,210
109,2015-06-26,06-2015,255
109,2015-06-27,06-2015,136
109,2015-06-28,06-2015,263
109,2015-06-29,06-2015,103
109,2015-06-30,06-2015,155
109,2015-07-01,07-2015,72
109,2015-07-02,07-2015,114
109,2015-07-03,07-2015,112
109,2015-07-04,07-2015,32
109,2015-07-05,07-2015,49
109,2015-07-06,07-2015,65
109,2015-07-07,07-2015,77
109,2015-07-08,07-2015,85
109,2015-07-09,07-2015,133
109,2015-07-10,07-2015,96
109,2015-07-11,07-2015,89
109,2015-07-12,07-2015,60
109,2015-07-13,07-2015,59
109,2015-07-14,07-2015,81
109,2015-07-15,07-2015,64
109,2015-07-16,07-2015,84
109,2015-07-17,07-2015,117
109,2015-07-18,07-2015,120
109,2015-07-19,07-2015,106
109,2015-07-20,07-2015,100
109,2015-07-21,07-2015,128
109,2015-07-22,07-2015,87
109,2015-07-23,07-2015,93
109,2015-07-24,07-2015,98
109,2015-07-25,07-2015,76
109,2015-07-26,07-2015,55
109,2015-07-27,07-2015,73
109,2015-07-28,07-2015,110
109,2015-07-29,07-2015,87
109,2015-07-30,07-2015,72
109,2015-07-31,07-2015,71
109,2015-08-01,08-2015,47
109,2015-08-02,08-2015,51
109,2015-08-03,08-2015,41
109,2015-08-04,08-2015,64
109,2015-08-05,08-2015,72
109,2015-08-06,08-2015,115
109,2015-08-07,08-2015,51
109,2015-08-08,08-2015,70
109,2015-08-09,08-2015,89
109,2015-08-10,08-2015,119
109,2015-08-11,08-2015,103
109,2015-08-12,08-2015,114
109,2015-08-13,08-2015,87
109,2015-08-14,08-2015,97
109,2015-08-15,08-2015,57
109,2015-08-16,08-2015,92
109,2015-08-17,08-2015,83
109,2015-08-18,08-2015,143
109,2015-08-19,08-2015,87
109,2015-08-20,08-2015,108
109,2015-08-21,08-2015,57
109,2015-08-22,08-2015,61
109,2015-08-23,08-2015,86
109,2015-08-24,08-2015,125
109,2015-08-25,08-2015,143
109,2015-08-26,08-2015,138
109,2015-08-27,08-2015,133
109,2015-08-28,08-2015,109
109,2015-08-29,08-2015,53
109,2015-08-30,08-2015,56
109,2015-08-31,08-2015,77
109,2015-09-01,09-2015,98
109,2015-09-02,09-2015,67
109,2015-09-03,09-2015,77
109,2015-09-04,09-2015,57
109,2015-09-05,09-2015,53
109,2015-09-06,09-2015,39
109,2015-09-07,09-2015,40
109,2015-09-08,09-2015,101
109,2015-09-09,09-2015,92
109,2015-09-10,09-2015,77
109,2015-09-11,09-2015,64
109,2015-09-12,09-2015,51
109,2015-09-13,09-2015,41
109,2015-09-14,09-2015,34
109,2015-09-15,09-2015,114
109,2015-09-16,09-2015,123
109,2015-09-17,09-2015,101
109,2015-09-18,09-2015,113
109,2015-09-19,09-2015,94
109,2015-09-20,09-2015,67
109,2015-09-21,09-2015,78
109,2015-09-22,09-2015,87
109,2015-09-23,09-2015,151
109,2015-09-24,09-2015,65
109,2015-09-25,09-2015,38
109,2015-09-26,09-2015,76
109,2015-09-27,09-2015,114
109,2015-09-28,09-2015,91
109,2015-09-29,09-2015,110
109,2015-09-30,09-2015,140
109,2015-10-01,10-2015,113
109,2015-10-02,10-2015,107
109,2015-10-03,10-2015,81
109,2015-10-04,10-2015,91
109,2015-10-05,10-2015,68
109,2015-10-06,10-2015,98
109,2015-10-07,10-2015,119
109,2015-10-08,10-2015,110
109,2015-10-09,10-2015,110
109,2015-10-10,10-2015,79
109,2015-10-11,10-2015,73
109,2015-10-12,10-2015,53
109,2015-10-13,10-2015,104
109,2015-10-14,10-2015,100
109,2015-10-15,10-2015,121
109,2015-10-16,10-2015,119
109,2015-10-17,10-2015,61
109,2015-10-18,10-2015,79
109,2015-10-19,10-2015,102
109,2015-10-20,10-2015,138
109,2015-10-21,10-2015,101
109,2015-10-22,10-2015,129
109,2015-10-23,10-2015,108
109,2015-10-24,10-2015,67
109,2015-10-25,10-2015,91
109,2015-10-26,10-2015,99
109,2015-10-27,10-2015,125
109,2015-10-28,10-2015,73
109,2015-10-29,10-2015,114
109,2015-10-30,10-2015,132
109,2015-10-31,10-2015,88
109,2015-11-01,11-2015,82
109,2015-11-02,11-2015,45
109,2015-11-03,11-2015,31
109,2015-11-04,11-2015,89
109,2015-11-05,11-2015,76
109,2015-11-06,11-2015,67
109,2015-11-07,11-2015,102
109,2015-11-08,11-2015,64
109,2015-11-09,11-2015,69
109,2015-11-10,11-2015,113
109,2015-11-11,11-2015,99
109,2015-11-12,11-2015,118
109,2015-11-13,11-2015,100
109,2015-11-14,11-2015,88
109,2015-11-15,11-2015,81
109,2015-11-16,11-2015,90
109,2015-11-17,11-2015,127
109,2015-11-18,11-2015,142
109,2015-11-19,11-2015,141
109,2015-11-20,11-2015,125
109,2015-11-21,11-2015,119
109,2015-11-22,11-2015,100
109,2015-11-23,11-2015,131
109,2015-11-24,11-2015,114
109,2015-11-25,11-2015,122
109,2015-11-26,11-2015,36
109,2015-11-27,11-2015,54
109,2015-11-28,11-2015,68
109,2015-11-29,11-2015,84
109,2015-11-30,11-2015,113
109,2015-12-01,12-2015,140
109,2015-12-02,12-2015,83
109,2015-12-03,12-2015,164
109,2015-12-04,12-2015,96
109,2015-12-05,12-2015,69
109,2015-12-06,12-2015,29
109,2015-12-07,12-2015,69
109,2015-12-08,12-2015,108
109,2015-12-09,12-2015,121
109,2015-12-10,12-2015,102
109,2015-12-11,12-2015,69
109,2015-12-12,12-2015,80
109,2015-12-13,12-2015,52
109,2015-12-14,12-2015,100
109,2015-12-15,12-2015,133
109,2015-12-16,12-2015,87
109,2015-12-17,12-2015,102
109,2015-12-18,12-2015,123
109,2015-12-19,12-2015,83
109,2015-12-20,12-2015,72
109,2015-12-21,12-2015,78
109,2015-12-22,12-2015,63
109,2015-12-23,12-2015,54
109,2015-12-24,12-2015,29
109,2015-12-25,12-2015,12
109,2015-12-26,12-2015,60
109,2015-12-27,12-2015,70
109,2015-12-28,12-2015,49
109,2015-12-29,12-2015,95
109,2015-12-30,12-2015,79
109,2015-12-31,12-2015,69
110,2014-01-01,01-2014,67
110,2014-01-02,01-2014,41
110,2014-01-03,01-2014,3
110,2014-01-04,01-2014,17
110,2014-01-05,01-2014,31
110,2014-01-06,01-2014,63
110,2014-01-07,01-2014,62
110,2014-01-08,01-2014,66
110,2014-01-09,01-2014,92
110,2014-01-10,01-2014,41
110,2014-01-11,01-2014,18
110,2014-01-12,01-2014,53
110,2014-01-13,01-2014,54
110,2014-01-14,01-2014,83
110,2014-01-15,01-2014,59
110,2014-01-16,01-2014,116
110,2014-01-17,01-2014,50
110,2014-01-18,01-2014,53
110,2014-01-19,01-2014,53
110,2014-01-20,01-2014,85
110,2014-01-21,01-2014,47
110,2014-01-22,01-2014,34
110,2014-01-23,01-2014,62
110,2014-01-24,01-2014,75
110,2014-01-25,01-2014,52
110,2014-01-26,01-2014,93
110,2014-01-27,01-2014,69
110,2014-01-28,01-2014,92
110,2014-01-29,01-2014,86
110,2014-01-30,01-2014,140
110,2014-01-31,01-2014,71
110,2014-02-01,02-2014,60
110,2014-02-02,02-2014,65
110,2014-02-03,02-2014,21
110,2014-02-04,02-2014,106
110,2014-02-05,02-2014,72
110,2014-02-06,02-2014,73
110,2014-02-07,02-2014,22
110,2014-02-08,02-2014,49
110,2014-02-09,02-2014,62
110,2014-02-10,02-2014,36
110,2014-02-11,02-2014,48
110,2014-02-12,02-2014,71
110,2014-02-13,02-2014,21
110,2014-02-14,02-2014,57
110,2014-02-15,02-2014,47
110,2014-02-16,02-2014,73
110,2014-02-17,02-2014,139
110,2014-02-18,02-2014,123
110,2014-02-19,02-2014,126
110,2014-02-20,02-2014,124
110,2014-02-21,02-2014,50
110,2014-02-22,02-2014,107
110,2014-02-23,02-2014,128
110,2014-02-24,02-2014,23
110,2014-02-25,02-2014,64
110,2014-02-26,02-2014,54
110,2014-02-27,02-2014,30
110,2014-02-28,02-2014,21
110,2014-03-01,03-2014,47
110,2014-03-02,03-2014,31
110,2014-03-03,03-2014,44
110,2014-03-04,03-2014,29
110,2014-03-05,03-2014,31
110,2014-03-06,03-2014,35
110,2014-03-07,03-2014,19
110,2014-03-08,03-2014,21
110,2014-03-09,03-2014,30
110,2014-03-10,03-2014,47
110,2014-03-11,03-2014,34
110,2014-03-12,03-2014,43
110,2014-03-13,03-2014,50
110,2014-03-14,03-2014,48
110,2014-03-15,03-2014,35
110,2014-03-16,03-2014,49
110,2014-03-17,03-2014,61
110,2014-03-18,03-2014,85
110,2014-03-19,03-2014,81
110,2014-03-20,03-2014,34
110,2014-03-21,03-2014,64
110,2014-03-22,03-2014,61
110,2014-03-23,03-2014,36
110,2014-03-24,03-2014,38
110,2014-03-25,03-2014,73
110,2014-03-26,03-2014,79
110,2014-03-27,03-2014,54
110,2014-03-28,03-2014,34
110,2014-03-29,03-2014,30
110,2014-03-30,03-2014,58
110,2014-03-31,03-2014,79
110,2014-04-01,04-2014,70
110,2014-04-02,04-2014,84
110,2014-04-03,04-2014,96
110,2014-04-04,04-2014,45
110,2014-04-05,04-2014,46
110,2014-04-06,04-2014,64
110,2014-04-07,04-2014,62
110,2014-04-08,04-2014,64
110,2014-04-09,04-2014,70
110,2014-04-10,04-2014,57
110,2014-04-11,04-2014,62
110,2014-04-12,04-2014,42
110,2014-04-13,04-2014,56
110,2014-04-14,04-2014,69
110,2014-04-15,04-2014,67
110,2014-04-16,04-2014,78
110,2014-04-17,04-2014,27
110,2014-04-18,04-2014,21
110,2014-04-19,04-2014,38
110,2014-04-20,04-2014,24
110,2014-04-21,04-2014,62
110,2014-04-22,04-2014,73
110,2014-04-23,04-2014,92
110,2014-04-24,04-2014,48
110,2014-04-25,04-2014,50
110,2014-04-26,04-2014,44
110,2014-04-27,04-2014,29
110,2014-04-28,04-2014,67
110,2014-04-29,04-2014,97
110,2014-04-30,04-2014,73
110,2014-05-01,05-2014,50
110,2014-05-02,05-2014,23
110,2014-05-03,05-2014,20
110,2014-05-04,05-2014,16
110,2014-05-05,05-2014,142
110,2014-05-06,05-2014,234
110,2014-05-07,05-2014,289
110,2014-05-08,05-2014,202
110,2014-05-09,05-2014,202
110,2014-05-10,05-2014,189
110,2014-05-11,05-2014,36
110,2014-05-12,05-2014,15
110,2014-05-13,05-2014,46
110,2014-05-14,05-2014,30
110,2014-05-15,05-2014,32
110,2014-05-16,05-2014,42
110,2014-05-17,05-2014,16
110,2014-05-18,05-2014,44
110,2014-05-19,05-2014,42
110,2014-05-20,05-2014,94
110,2014-05-21,05-2014,101
110,2014-05-22,05-2014,10
110,2014-05-23,05-2014,31
110,2014-05-24,05-2014,14
110,2014-05-25,05-2014,8
110,2014-05-26,05-2014,14
110,2014-05-27,05-2014,82
110,2014-05-28,05-2014,64
110,2014-05-29,05-2014,60
110,2014-05-30,05-2014,64
110,2014-05-31,05-2014,117
110,2014-06-01,06-2014,79
110,2014-06-02,06-2014,24
110,2014-06-03,06-2014,74
110,2014-06-04,06-2014,56
110,2014-06-05,06-2014,34
110,2014-06-06,06-2014,40
110,2014-06-07,06-2014,51
110,2014-06-08,06-2014,32
110,2014-06-09,06-2014,11
110,2014-06-10,06-2014,71
110,2014-06-11,06-2014,110
110,2014-06-12,06-2014,75
110,2014-06-13,06-2014,35
110,2014-06-14,06-2014,31
110,2014-06-15,06-2014,26
110,2014-06-16,06-2014,88
110,2014-06-17,06-2014,87
110,2014-06-18,06-2014,62
110,2014-06-19,06-2014,74
110,2014-06-20,06-2014,64
110,2014-06-21,06-2014,12
110,2014-06-22,06-2014,29
110,2014-06-23,06-2014,39
110,2014-06-24,06-2014,69
110,2014-06-25,06-2014,53
110,2014-06-26,06-2014,56
110,2014-06-27,06-2014,31
110,2014-06-28,06-2014,37
110,2014-06-29,06-2014,27
110,2014-06-30,06-2014,25
110,2014-07-01,07-2014,24
110,2014-07-02,07-2014,74
110,2014-07-03,07-2014,62
110,2014-07-04,07-2014,23
110,2014-07-05,07-2014,76
110,2014-07-06,07-2014,17
110,2014-07-07,07-2014,11
110,2014-07-08,07-2014,29
110,2014-07-09,07-2014,39
110,2014-07-10,07-2014,58
110,2014-07-11,07-2014,55
110,2014-07-12,07-2014,39
110,2014-07-13,07-2014,50
110,2014-07-14,07-2014,50
110,2014-07-15,07-2014,74
110,2014-07-16,07-2014,58
110,2014-07-17,07-2014,55
110,2014-07-18,07-2014,46
110,2014-07-19,07-2014,40
110,2014-07-20,07-2014,53
110,2014-07-21,07-2014,62
110,2014-07-22,07-2014,95
110,2014-07-23,07-2014,100
110,2014-07-24,07-2014,97
110,2014-07-25,07-2014,27
110,2014-07-26,07-2014,35
110,2014-07-27,07-2014,31
110,2014-07-28,07-2014,41
110,2014-07-29,07-2014,65
110,2014-07-30,07-2014,97
110,2014-07-31,07-2014,20
110,2014-08-01,08-2014,38
110,2014-08-02,08-2014,46
110,2014-08-03,08-2014,41
110,2014-08-04,08-2014,57
110,2014-08-05,08-2014,106
110,2014-08-06,08-2014,78
110,2014-08-07,08-2014,91
110,2014-08-08,08-2014,21
110,2014-08-09,08-2014,39
110,2014-08-10,08-2014,35
110,2014-08-11,08-2014,20
110,2014-08-12,08-2014,48
110,2014-08-13,08-2014,9
110,2014-08-14,08-2014,51
110,2014-08-15,08-2014,31
110,2014-08-16,08-2014,34
110,2014-08-17,08-2014,63
110,2014-08-18,08-2014,40
110,2014-08-19,08-2014,64
110,2014-08-20,08-2014,83
110,2014-08-21,08-2014,79
110,2014-08-22,08-2014,54
110,2014-08-23,08-2014,57
110,2014-08-24,08-2014,68
110,2014-08-25,08-2014,44
110,2014-08-26,08-2014,98
110,2014-08-27,08-2014,89
110,2014-08-28,08-2014,74
110,2014-08-29,08-2014,64
110,2014-08-30,08-2014,77
110,2014-08-31,08-2014,31
110,2014-09-01,09-2014,68
110,2014-09-02,09-2014,43
110,2014-09-03,09-2014,70
110,2014-09-04,09-2014,6
110,2014-09-05,09-2014,47
110,2014-09-06,09-2014,22
110,2014-09-07,09-2014,73
110,2014-09-08,09-2014,107
110,2014-09-09,09-2014,82
110,2014-09-10,09-2014,110
110,2014-09-11,09-2014,129
110,2014-09-12,09-2014,51
110,2014-09-13,09-2014,65
110,2014-09-14,09-2014,93
110,2014-09-15,09-2014,49
110,2014-09-16,09-2014,55
110,2014-09-17,09-2014,73
110,2014-09-18,09-2014,48
110,2014-09-19,09-2014,44
110,2014-09-20,09-2014,20
110,2014-09-21,09-2014,65
110,2014-09-22,09-2014,32
110,2014-09-23,09-2014,102
110,2014-09-24,09-2014,53
110,2014-09-25,09-2014,26
110,2014-09-26,09-2014,47
110,2014-09-27,09-2014,53
110,2014-09-28,09-2014,32
110,2014-09-29,09-2014,62
110,2014-09-30,09-2014,79
110,2014-10-01,10-2014,65
110,2014-10-02,10-2014,42
110,2014-10-03,10-2014,55
110,2014-10-04,10-2014,19
110,2014-10-05,10-2014,34
110,2014-10-06,10-2014,58
110,2014-10-07,10-2014,60
110,2014-10-08,10-2014,89
110,2014-10-09,10-2014,57
110,2014-10-10,10-2014,44
110,2014-10-11,10-2014,29
110,2014-10-12,10-2014,34
110,2014-10-13,10-2014,35
110,2014-10-14,10-2014,60
110,2014-10-15,10-2014,98
110,2014-10-16,10-2014,29
110,2014-10-17,10-2014,42
110,2014-10-18,10-2014,20
110,2014-10-19,10-2014,19
110,2014-10-20,10-2014,79
110,2014-10-21,10-2014,78
110,2014-10-22,10-2014,60
110,2014-10-23,10-2014,48
110,2014-10-24,10-2014,45
110,2014-10-25,10-2014,42
110,2014-10-26,10-2014,69
110,2014-10-27,10-2014,41
110,2014-10-28,10-2014,74
110,2014-10-29,10-2014,74
110,2014-10-30,10-2014,86
110,2014-10-31,10-2014,21
110,2014-11-01,11-2014,17
110,2014-11-02,11-2014,43
110,2014-11-03,11-2014,74
110,2014-11-04,11-2014,74
110,2014-11-05,11-2014,82
110,2014-11-06,11-2014,82
110,2014-11-07,11-2014,85
110,2014-11-08,11-2014,30
110,2014-11-09,11-2014,39
110,2014-11-10,11-2014,57
110,2014-11-11,11-2014,73
110,2014-11-12,11-2014,66
110,2014-11-13,11-2014,83
110,2014-11-14,11-2014,24
110,2014-11-15,11-2014,35
110,2014-11-16,11-2014,19
110,2014-11-17,11-2014,18
110,2014-11-18,11-2014,82
110,2014-11-19,11-2014,55
110,2014-11-20,11-2014,31
110,2014-11-21,11-2014,50
110,2014-11-22,11-2014,38
110,2014-11-23,11-2014,36
110,2014-11-24,11-2014,24
110,2014-11-25,11-2014,62
110,2014-11-26,11-2014,9
110,2014-11-27,11-2014,19
110,2014-11-28,11-2014,68
110,2014-11-29,11-2014,109
110,2014-11-30,11-2014,70
110,2014-12-01,12-2014,55
110,2014-12-02,12-2014,46
110,2014-12-03,12-2014,11
110,2014-12-04,12-2014,33
110,2014-12-05,12-2014,20
110,2014-12-06,12-2014,6
110,2014-12-07,12-2014,11
110,2014-12-08,12-2014,25
110,2014-12-09,12-2014,7
110,2014-12-10,12-2014,27
110,2014-12-11,12-2014,66
110,2014-12-12,12-2014,47
110,2014-12-13,12-2014,10
110,2014-12-14,12-2014,23
110,2014-12-15,12-2014,34
110,2014-12-16,12-2014,75
110,2014-12-17,12-2014,46
110,2014-12-18,12-2014,34
110,2014-12-19,12-2014,42
110,2014-12-20,12-2014,11
110,2014-12-21,12-2014,3
110,2014-12-22,12-2014,3
110,2014-12-23,12-2014,7
110,2014-12-24,12-2014,5
110,2014-12-25,12-2014,1
110,2014-12-26,12-2014,11
110,2014-12-27,12-2014,2
110,2014-12-28,12-2014,25
110,2014-12-29,12-2014,2
110,2014-12-30,12-2014,19
110,2014-12-31,12-2014,3
110,2015-01-01,01-2015,10
110,2015-01-02,01-2015,21
110,2015-01-04,01-2015,9
110,2015-01-05,01-2015,59
110,2015-01-06,01-2015,54
110,2015-01-07,01-2015,48
110,2015-01-08,01-2015,59
110,2015-01-09,01-2015,43
110,2015-01-10,01-2015,44
110,2015-01-11,01-2015,113
110,2015-01-12,01-2015,46
110,2015-01-13,01-2015,125
110,2015-01-14,01-2015,142
110,2015-01-15,01-2015,87
110,2015-01-16,01-2015,61
110,2015-01-17,01-2015,54
110,2015-01-18,01-2015,38
110,2015-01-19,01-2015,89
110,2015-01-20,01-2015,128
110,2015-01-21,01-2015,126
110,2015-01-22,01-2015,118
110,2015-01-23,01-2015,78
110,2015-01-24,01-2015,26
110,2015-01-25,01-2015,69
110,2015-01-26,01-2015,30
110,2015-01-27,01-2015,20
110,2015-01-28,01-2015,76
110,2015-01-29,01-2015,65
110,2015-01-30,01-2015,57
110,2015-01-31,01-2015,43
110,2015-02-01,02-2015,44
110,2015-02-02,02-2015,12
110,2015-02-03,02-2015,109
110,2015-02-04,02-2015,84
110,2015-02-05,02-2015,47
110,2015-02-06,02-2015,55
110,2015-02-07,02-2015,48
110,2015-02-08,02-2015,65
110,2015-02-09,02-2015,44
110,2015-02-10,02-2015,99
110,2015-02-11,02-2015,89
110,2015-02-12,02-2015,43
110,2015-02-13,02-2015,32
110,2015-02-14,02-2015,26
110,2015-02-15,02-2015,29
110,2015-02-16,02-2015,49
110,2015-02-17,02-2015,54
110,2015-02-18,02-2015,99
110,2015-02-19,02-2015,16
110,2015-02-20,02-2015,54
110,2015-02-21,02-2015,28
110,2015-02-22,02-2015,43
110,2015-02-23,02-2015,61
110,2015-02-24,02-2015,113
110,2015-02-25,02-2015,99
